날짜,price,제품명,next_price,귀리 선물 내역.csv종가-1,귀리 선물 내역.csv거래량-7,귀리 선물 내역.csv변동 %-5,런던 소맥 선물 내역.csv종가-8,런던 소맥 선물 내역.csv거래량-10,런던 소맥 선물 내역.csv변동 %-9,미국 대두박 선물 내역.csv종가-9,미국 대두박 선물 내역.csv거래량-4,미국 대두박 선물 내역.csv변동 %-11,미국 소맥 선물 내역.csv종가-2,미국 소맥 선물 내역.csv변동 %-1,미국 옥수수 선물 내역.csv종가-2,미국 옥수수 선물 내역.csv거래량-7,미국 옥수수 선물 내역.csv변동 %-1,신선한 계란 선물 내역.csv종가-10,신선한 계란 선물 내역.csv거래량-7,신선한 계란 선물 내역.csv변동 %-9
2002-01-01,3300,계란,3264.0,200.25,32980.0,2.3,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,206.0,380430.0,3.13,3921.0,1820.0,-1.46
2002-02-01,3264,계란,3024.0,200.25,32980.0,2.3,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,206.0,380430.0,3.13,3921.0,1820.0,-1.46
2002-03-01,3024,계란,2922.0,225.75,32980.0,2.3,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,206.0,380430.0,-2.67,3921.0,1820.0,-1.46
2002-04-01,2922,계란,2754.0,199.0,32980.0,2.3,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,200.5,380430.0,1.0,3921.0,1820.0,-1.46
2002-05-01,2754,계란,2958.0,166.75,32980.0,2.3,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,202.5,380430.0,-4.44,3921.0,1820.0,-1.46
2002-06-01,2958,계란,2676.0,185.0,32980.0,2.3,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,193.5,380430.0,10.59,3921.0,1820.0,-1.46
2002-07-01,2676,계란,2676.0,205.5,32980.0,12.73,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,214.0,380430.0,5.37,3921.0,1820.0,-1.46
2002-08-01,2676,계란,3234.0,178.5,32980.0,-11.85,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,225.5,380430.0,9.65,3921.0,1820.0,-1.46
2002-09-01,3234,계란,2832.0,177.5,27500.0,-16.21,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,247.25,754070.0,4.95,3921.0,1820.0,-1.46
2002-10-01,2832,계란,2670.0,192.25,12860.0,10.94,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,259.5,341030.0,-3.08,3921.0,1820.0,-1.46
2002-11-01,2670,계란,2640.0,202.5,30840.0,11.08,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,251.5,736660.0,-1.59,3921.0,1820.0,-1.46
2002-12-01,2640,계란,2750.0,204.0,16920.0,-13.14,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,247.5,514320.00000000006,-2.93,3921.0,1820.0,-1.46
2003-01-01,2750,계란,2730.0,204.0,20000.0,-0.56,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,240.25,832420.0,-1.87,3921.0,1820.0,-1.46
2003-02-01,2730,계란,2665.0,200.25,11470.0,8.31,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,235.75,358100.0,1.06,3921.0,1820.0,-1.46
2003-03-01,2665,계란,2802.0,221.0,8810.0,5.33,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,238.25,561560.0,-2.73,3921.0,1820.0,-1.46
2003-04-01,2802,계란,2670.0,189.25,330.0,0.74,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,231.75,695430.0,2.05,3921.0,1820.0,-1.46
2003-05-01,2670,계란,2700.0,156.25,11590.0,0.0,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,236.5,1020000.0,-1.59,3921.0,1820.0,-1.46
2003-06-01,2700,계란,2682.0,147.75,11590.0,-1.84,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,232.75,964740.0,4.94,3921.0,1820.0,-1.46
2003-07-01,2682,계란,2700.0,153.25,1440.0,10.36,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,244.25,316910.0,-6.45,3921.0,1820.0,-1.46
2003-08-01,2700,계란,2856.0,139.75,11520.0,-14.37,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,228.5,799250.0,-9.85,3921.0,1820.0,-1.46
2003-09-01,2856,계란,2700.0,139.0,17000.0,-17.44,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,206.0,778560.0,13.23,3921.0,1820.0,-1.46
2003-10-01,2700,계란,2718.0,145.0,9130.0,-5.44,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,233.25,413440.0,-5.57,3921.0,1820.0,-1.46
2003-11-01,2718,계란,2718.0,141.5,13740.0,3.72,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,220.25,724520.0,12.26,3921.0,1820.0,-1.46
2003-12-01,2718,계란,2766.0,134.5,10920.0,-8.81,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,247.25,543250.0,-0.91,3921.0,1820.0,-1.46
2004-01-01,2766,계란,2700.0,146.25,13890.0,-0.54,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,245.0,935120.0,0.41,3921.0,1820.0,-1.46
2004-02-01,2700,계란,3150.0,156.75,4630.0,4.32,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,246.0,310950.0,12.3,3921.0,1820.0,-1.46
2004-03-01,3150,계란,3648.0,156.0,4240.0,-2.41,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,276.25,493690.0,7.24,3921.0,1820.0,-1.46
2004-04-01,3648,계란,3516.0,174.0,11960.0,-4.95,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,296.25,578010.0,8.02,3921.0,1820.0,-1.46
2004-05-01,3516,계란,3528.0,173.0,28490.0,8.74,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,320.0,1360000.0,-1.09,3921.0,1820.0,-1.46
2004-06-01,3528,계란,3570.0,147.75,16129.999999999998,7.18,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,316.5,986550.0,-3.95,3921.0,1820.0,-1.46
2004-07-01,3570,계란,3744.0,132.75,13470.0,-0.48,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,304.0,600820.0,-15.3,3921.0,1820.0,-1.46
2004-08-01,3744,계란,4326.0,121.75,26980.0,11.54,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,257.5,1110000.0,-15.63,3921.0,1820.0,-1.46
2004-09-01,4326,계란,4476.0,143.75,17430.0,-0.57,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,217.25,930530.0,4.83,3921.0,1820.0,-1.46
2004-10-01,4476,계란,4440.0,144.25,21490.0,-14.6,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,227.75,652050.0,-9.77,3921.0,1820.0,-1.46
2004-11-01,4440,계란,4260.0,142.75,19270.0,-10.15,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,205.5,756090.0,-1.46,3921.0,1820.0,-1.46
2004-12-01,4260,계란,4463.0,168.0,12130.0,-8.29,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,202.5,295860.0,-4.94,3921.0,1820.0,-1.46
2005-01-01,4463,계란,4683.0,156.25,15950.0,18.07,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,192.5,673090.0,6.36,3921.0,1820.0,-1.46
2005-02-01,4683,계란,4700.0,167.25,4230.0,0.35,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,204.75,249510.0,-3.79,3921.0,1820.0,-1.46
2005-03-01,4700,계란,4747.0,161.5,6450.0,-1.04,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,197.0,408890.0,8.88,3921.0,1820.0,-1.46
2005-04-01,4747,계란,4855.0,157.75,19120.0,17.69,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,214.5,517100.0,-0.7,3921.0,1820.0,-1.46
2005-05-01,4855,계란,4841.0,138.75,20780.0,-6.99,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,213.0,923640.0,-3.87,3921.0,1820.0,-1.46
2005-06-01,4841,계란,4475.0,135.75,19400.0,7.04,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,204.75,1210000.0,8.42,3921.0,1820.0,-1.46
2005-07-01,4475,계란,4268.0,151.25,9970.0,-3.44,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,222.0,362290.0,-4.39,3921.0,1820.0,-1.46
2005-08-01,4268,계란,4150.0,162.75,20800.0,-2.32,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,212.25,905620.0,11.43,3921.0,1820.0,-1.46
2005-09-01,4150,계란,4185.0,147.0,18600.0,-12.04,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,236.5,988140.0,-14.8,3921.0,1820.0,-1.46
2005-10-01,4185,계란,3903.0,161.5,20540.0,-2.16,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,201.5,773540.0,1.99,3921.0,1820.0,-1.46
2005-11-01,3903,계란,3840.0,158.75,17180.0,11.42,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,205.5,1010000.0,-4.5,3921.0,1820.0,-1.46
2005-12-01,3840,계란,3738.0,185.0,9130.0,7.6,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,196.25,920140.0,-4.46,3921.0,1820.0,-1.46
2006-01-01,3738,계란,3748.0,195.0,18450.0,-9.68,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,187.5,1500000.0,15.07,3921.0,1820.0,-1.46
2006-02-01,3748,계란,3688.0,192.0,6260.0,9.86,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,215.75,489130.0,1.39,3921.0,1820.0,-1.46
2006-03-01,3688,계란,3723.0,182.0,5660.0,-1.7,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,218.75,837660.0,4.23,3921.0,1820.0,-1.46
2006-04-01,3723,계란,3708.0,173.5,9580.0,16.54,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,228.0,578310.0,3.51,3921.0,1820.0,-1.46
2006-05-01,3708,계란,3825.0,188.25,23060.0,5.41,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,236.0,965890.0,0.95,3921.0,1820.0,-1.46
2006-06-01,3825,계란,3825.0,182.0,16790.0,-1.54,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,238.25,1370000.0,5.46,3921.0,1820.0,-1.46
2006-07-01,3825,계란,3833.0,212.75,12630.0,-5.21,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,251.25,659540.0,-6.27,3921.0,1820.0,-1.46
2006-08-01,3833,계란,3833.0,189.5,19180.0,-4.67,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,235.5,1580000.0,1.49,3921.0,1820.0,-1.46
2006-09-01,3833,계란,3921.0,182.0,19640.0,8.5,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,239.0,1590000.0,-2.93,3921.0,1820.0,-1.46
2006-10-01,3921,계란,3840.0,206.25,14950.0,-3.32,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,232.0,1110000.0,13.15,3921.0,1820.0,-1.46
2006-11-01,3840,계란,3828.0,234.0,13610.0,16.9,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,262.5,1240000.0,22.19,3921.0,1820.0,-1.46
2006-12-01,3828,계란,3825.0,256.75,17540.0,-10.93,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,320.75,1170000.0,17.54,3921.0,1820.0,-1.46
2007-01-01,3825,계란,3755.0,271.0,17920.0,-3.96,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,377.0,1810000.0,3.51,3921.0,1820.0,-1.46
2007-02-01,3755,계란,3715.0,257.25,10170.0,13.32,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,390.25,618470.0,3.52,3921.0,1820.0,-1.46
2007-03-01,3715,계란,3662.0,253.0,6560.0,13.45,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,404.0,1070000.0,5.26,3921.0,1820.0,-1.46
2007-04-01,3662,계란,3594.0,276.5,13260.0,9.72,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,425.25,1550000.0,-11.93,3921.0,1820.0,-1.46
2007-05-01,3594,계란,3726.0,261.0,29780.0,5.55,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,374.5,3000000.0,-4.41,3921.0,1820.0,-1.46
2007-06-01,3726,계란,3748.0,281.0,22330.0,-5.07,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,358.0,2570000.0,9.01,3921.0,1820.0,-1.46
2007-07-01,3748,계란,3769.0,278.5,10180.0,-1.65,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,390.25,791450.0,-15.57,3921.0,1820.0,-1.46
2007-08-01,3769,계란,3828.0,261.25,23360.0,9.29,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,329.5,2680000.0,-1.14,3921.0,1820.0,-1.46
2007-09-01,3828,계란,4036.0,242.0,14960.0,-5.61,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,325.75,2029999.9999999998,-0.54,3921.0,1820.0,-1.46
2007-10-01,4036,계란,4062.0,289.75,15410.0,7.66,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,324.0,1250000.0,15.12,3921.0,1820.0,-1.46
2007-11-01,4062,계란,4238.0,287.75,17070.0,-0.89,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,373.0,1800000.0,0.67,3921.0,1820.0,-1.46
2007-12-01,4238,계란,4344.0,269.5,11320.0,-6.19,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,375.5,1340000.0,2.4,3921.0,1820.0,-1.46
2008-01-01,4344,계란,4594.0,306.75,19320.0,-7.37,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,384.5,2100000.0,18.47,3921.0,1820.0,-1.46
2008-02-01,4594,계란,4617.0,329.25,7280.0,19.73,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,455.5,634040.0,10.04,3921.0,1820.0,-1.46
2008-03-01,4617,계란,4976.0,422.0,4100.0,-0.69,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,501.25,1150000.0,8.93,3921.0,1820.0,-1.46
2008-04-01,4976,계란,4860.0,371.25,9540.0,-6.34,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,546.0,1180000.0,3.89,3921.0,1820.0,-1.46
2008-05-01,4860,계란,4854.0,377.0,18950.0,13.82,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,567.25,2130000.0,5.82,3921.0,1820.0,-1.46
2008-06-01,4854,계란,4827.0,382.0,24730.0,7.33,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,600.25,2240000.0,-0.17,3921.0,1820.0,-1.46
2008-07-01,4827,계란,4778.0,444.0,7460.0,28.17,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,599.25,910810.0,20.94,3921.0,1820.0,-1.46
2008-08-01,4778,계란,4958.0,377.5,31530.0,-12.03,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,724.75,2000000.0,-18.94,3921.0,1820.0,-1.46
2008-09-01,4958,계란,5031.0,345.25,35580.0,1.55,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,587.5,3140000.0,-3.28,3921.0,1820.0,-1.46
2008-10-01,5031,계란,5031.0,316.0,33410.0,1.33,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,568.25,2230000.0,-14.21,3921.0,1820.0,-1.46
2008-11-01,5031,계란,5243.0,231.5,22280.0,16.23,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,487.5,2480000.0,-17.64,3921.0,1820.0,-1.46
2008-12-01,5243,계란,5566.0,201.5,13700.0,-14.98,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,401.5,1310000.0,-12.95,3921.0,1820.0,-1.46
2009-01-01,5566,계란,5460.0,210.0,23200.0,-8.54,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,349.5,2650000.0,16.45,3921.0,1820.0,-1.46
2009-02-01,5460,계란,5226.0,205.0,4690.0,-8.47,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,407.0,890800.0,-6.88,3921.0,1820.0,-1.46
2009-03-01,5226,계란,5186.0,184.5,6010.0,-26.74,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,379.0,1310000.0,-7.45,3921.0,1820.0,-1.46
2009-04-01,5186,계란,5262.0,193.0,9010.0,-12.96,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,350.75,1720000.0,15.4,3921.0,1820.0,-1.46
2009-05-01,5262,계란,5433.0,194.0,20970.0,4.22,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,404.75,2910000.0,-2.1,3921.0,1820.0,-1.46
2009-06-01,5433,계란,5320.0,251.0,11980.0,-2.38,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,396.25,2400000.0,10.09,3921.0,1820.0,-1.46
2009-07-01,5320,계란,5398.0,214.75,5480.0,-10.0,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,436.25,1150000.0,-20.29,3921.0,1820.0,-1.46
2009-08-01,5398,계란,5320.0,198.0,12770.0,4.61,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,347.75,2049999.9999999998,-2.37,3921.0,1820.0,-1.46
2009-09-01,5320,계란,5528.0,210.75,15490.0,0.52,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,339.5,2110000.0,-3.9,3921.0,1820.0,-1.46
2009-10-01,5528,계란,5300.0,233.0,7920.0,29.38,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,326.25,1150000.0,5.44,3921.0,1820.0,-1.46
2009-11-01,5300,계란,5142.0,254.5,17440.0,-14.44,202.0,1010.0,0.5,370.7,497710.0,4.01,759.13,-7.01,344.0,1930000.0,6.4,3921.0,1820.0,-1.46
